Line 1 getShape : 41 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
84 75 44 77 13 51 13 77 10 31 38 49 69 93 40 2 68 57 25 25
64 2 68 29 55 55 88 77 78 49 99 96 89 85 3 57 1 9 78 94
7 48 83 36 43 66 85 1 84 84 42 4 49 34 46 65 83 23 63 45
88 70 55 86 91 73 87 42 62 62 90 32 4 84 49 81 97 44 41 72
66 39 74 70 57 17 65 28 55 81 87 83 27 28 79 56 41 92 27 46
26 87 30 3 74 94 49 13 46 77 50 27 23 33 47 88 18 4 32 32
55 12 46 11 2 71 99 41 96 37 5 21 39 35 9 79 3 91 11 72
87 69 93 39 68 23 0 62 11 15 35 99 49 2 15 87 76 70 89 61
46 13 78 5 77 11 50 22 17 2 76 44 95 24 8 31 41 11 15 6
27 86 61 18 52 0 40 73 63 6 80 74 79 43 90 79 90 93 76 60
9 23 77 26 11 43 40 4 78 16 54 48 40 40 95 70 46 77 73 85
71 75 94 32 9 93 2 93 38 77 11 8 18 10 63 23 13 46 87 42
18 54 85 80 17 52 83 59 21 54 1 97 84 77 70 78 5 43 1 10
34 9 65 44 99 92 38 87 72 77 85 95 20 74 81 92 1 43 33 91
73 86 9 37 77 83 23 92 33 88 3 94 14 92 88 99 74 29 2 90
29 23 97 20 13 82 50 21 67 92 82 24 96 46 50 57 50 12 55 63
8 98 48 51 64 97 39 33 43 99 34 4 61 78 79 85 7 33 81 93
6 38 18 29 64 0 42 20 45 60 9 16 10 81 79 0 27 54 76 52
44 62 48 69 46 95 28 30 56 11 42 16 96 85 62 93 1 85 94 2
83 55 82 85 85 93 19 80 50 2 22 20 37 52 51 11 32 26 67 63
78 44 60 97 40 58 75 46 37 64 93 82 34 43 61 29 90 33 36 62
81 83 81 33 99 52 5 7 78 80 28 37 60 13 27 78 4 36 24 0
57 14 76 28 82 61 66 15 14 86 42 95 78 89 32 51 63 64 11 15
63 96 25 99 77 48 16 23 12 43 9 95 23 92 63 53 35 12 54 91
31 11 6 82 76 96 54 48 59 86 95 62 77 29 97 13 69 68 10 12
4 27 14 96 77 93 32 69 90 36 72 8 33 80 49 54 13 0 78 8
19 30 55 5 28 56 94 19 93 31 87 67 51 76 62 80 46 93 25 53
75 70 32 63 26 28 72 51 84 30 30 31 84 14 25 38 93 58 88 41
8 96 63 73 96 7 39 78 84 20 64 16 60 14 82 39 37 12 74 97
42 12 53 42 8 62 78 81 58 57 2 26 55 57 95 52 28 13 6 50
99 87 87 39 92 85 53 60 88 9 28 94 43 63 25 29 35 16 56 80
74 12 81 96 56 97 24 8 23 52 58 28 34 61 66 68 19 6 74 2
25 4 41 47 83 3 30 13 47 12 51 74 33 3 39 7 35 29 59 33
66 65 98 60 78 48 89 58 74 39 74 24 80 41 90 42 23 41 37 95
97 88 27 1 61 87 60 24 83 68 55 73 35 75 90 35 51 49 70 55
2 46 13 81 98 35 2 18 60 35 96 9 17 57 34 5 32 28 53 64
76 9 72 66 88 64 27 69 30 16 37 69 45 79 12 10 55 57 13 38
6 22 46 28 17 82 93 98 34 17 94 35 15 87 77 7 84 48 99 17
27 15 62 73 3 62 16 18 50 16 44 99 21 57 79 96 3 47 13 50
16 38 99 83 58 95 75 86 26 37 80 74 52 52 10 15 53 3 31 86
38 69 55 77 29 28 0 81 57 93 11 13 56 16 58 36 98 42 12 69
Line 4 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
Line 5 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
84 75 44 77 13 51 13 77 10 31 38 49 69 93 40 2 68 57 25 25
64 2 68 29 55 55 88 77 78 49 99 96 89 85 3 57 1 9 78 94
7 48 83 36 43 66 85 1 84 84 42 4 49 34 46 65 83 23 63 45
88 70 55 86 91 73 87 42 62 62 90 32 4 84 49 81 97 44 41 72
66 39 74 70 57 17 65 28 55 81 87 83 27 28 79 56 41 92 27 46
26 87 30 3 74 94 49 13 46 77 50 27 23 33 47 88 18 4 32 32
55 12 46 11 2 71 99 41 96 37 5 21 39 35 9 79 3 91 11 72
87 69 93 39 68 23 0 62 11 15 35 99 49 2 15 87 76 70 89 61
46 13 78 5 77 11 50 22 17 2 76 44 95 24 8 31 41 11 15 6
27 86 61 18 52 0 40 73 63 6 80 74 79 43 90 79 90 93 76 60
9 23 77 26 11 43 40 4 78 16 54 48 40 40 95 70 46 77 73 85
71 75 94 32 9 93 2 93 38 77 11 8 18 10 63 23 13 46 87 42
18 54 85 80 17 52 83 59 21 54 1 97 84 77 70 78 5 43 1 10
34 9 65 44 99 92 38 87 72 77 85 95 20 74 81 92 1 43 33 91
73 86 9 37 77 83 23 92 33 88 3 94 14 92 88 99 74 29 2 90
29 23 97 20 13 82 50 21 67 92 82 24 96 46 50 57 50 12 55 63
8 98 48 51 64 97 39 33 43 99 34 4 61 78 79 85 7 33 81 93
6 38 18 29 64 0 42 20 45 60 9 16 10 81 79 0 27 54 76 52
44 62 48 69 46 95 28 30 56 11 42 16 96 85 62 93 1 85 94 2
83 55 82 85 85 93 19 80 50 2 22 20 37 52 51 11 32 26 67 63
78 44 60 97 40 58 75 46 37 64 93 82 34 43 61 29 90 33 36 62
81 83 81 33 99 52 5 7 78 80 28 37 60 13 27 78 4 36 24 0
57 14 76 28 82 61 66 15 14 86 42 95 78 89 32 51 63 64 11 15
63 96 25 99 77 48 16 23 12 43 9 95 23 92 63 53 35 12 54 91
31 11 6 82 76 96 54 48 59 86 95 62 77 29 97 13 69 68 10 12
4 27 14 96 77 93 32 69 90 36 72 8 33 80 49 54 13 0 78 8
19 30 55 5 28 56 94 19 93 31 87 67 51 76 62 80 46 93 25 53
75 70 32 63 26 28 72 51 84 30 30 31 84 14 25 38 93 58 88 41
8 96 63 73 96 7 39 78 84 20 64 16 60 14 82 39 37 12 74 97
42 12 53 42 8 62 78 81 58 57 2 26 55 57 95 52 28 13 6 50
99 87 87 39 92 85 53 60 88 9 28 94 43 63 25 29 35 16 56 80
74 12 81 96 56 97 24 8 23 52 58 28 34 61 66 68 19 6 74 2
25 4 41 47 83 3 30 13 47 12 51 74 33 3 39 7 35 29 59 33
66 65 98 60 78 48 89 58 74 39 74 24 80 41 90 42 23 41 37 95
97 88 27 1 61 87 60 24 83 68 55 73 35 75 90 35 51 49 70 55
2 46 13 81 98 35 2 18 60 35 96 9 17 57 34 5 32 28 53 64
76 9 72 66 88 64 27 69 30 16 37 69 45 79 12 10 55 57 13 38
6 22 46 28 17 82 93 98 34 17 94 35 15 87 77 7 84 48 99 17
27 15 62 73 3 62 16 18 50 16 44 99 21 57 79 96 3 47 13 50
16 38 99 83 58 95 75 86 26 37 80 74 52 52 10 15 53 3 31 86
38 69 55 77 29 28 0 81 57 93 11 13 56 16 58 36 98 42 12 69
Line 6 extract 22 40 41 40
Line 7 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
84 75 44 77 13 51 13 77 10 31 38 49 69 93 40 2 68 57 25 25
64 2 68 29 55 55 88 77 78 49 99 96 89 85 3 57 1 9 78 94
7 48 83 36 43 66 85 1 84 84 42 4 49 34 46 65 83 23 63 45
88 70 55 86 91 73 87 42 62 62 90 32 4 84 49 81 97 44 41 72
66 39 74 70 57 17 65 28 55 81 87 83 27 28 79 56 41 92 27 46
26 87 30 3 74 94 49 13 46 77 50 27 23 33 47 88 18 4 32 32
55 12 46 11 2 71 99 41 96 37 5 21 39 35 9 79 3 91 11 72
87 69 93 39 68 23 0 62 11 15 35 99 49 2 15 87 76 70 89 61
46 13 78 5 77 11 50 22 17 2 76 44 95 24 8 31 41 11 15 6
27 86 61 18 52 0 40 73 63 6 80 74 79 43 90 79 90 93 76 60
9 23 77 26 11 43 40 4 78 16 54 48 40 40 95 70 46 77 73 85
71 75 94 32 9 93 2 93 38 77 11 8 18 10 63 23 13 46 87 42
18 54 85 80 17 52 83 59 21 54 1 97 84 77 70 78 5 43 1 10
34 9 65 44 99 92 38 87 72 77 85 95 20 74 81 92 1 43 33 91
73 86 9 37 77 83 23 92 33 88 3 94 14 92 88 99 74 29 2 90
29 23 97 20 13 82 50 21 67 92 82 24 96 46 50 57 50 12 55 63
8 98 48 51 64 97 39 33 43 99 34 4 61 78 79 85 7 33 81 93
6 38 18 29 64 0 42 20 45 60 9 16 10 81 79 0 27 54 76 52
44 62 48 69 46 95 28 30 56 11 42 16 96 85 62 93 1 85 94 2
83 55 82 85 85 93 19 80 50 2 22 20 37 52 51 11 32 26 67 63
78 44 60 97 40 58 75 46 37 64 93 82 34 43 61 29 90 33 36 62
81 83 81 33 99 52 5 7 78 80 28 37 60 13 27 78 4 36 24 0
57 14 76 28 82 61 66 15 14 86 42 95 78 89 32 51 63 64 11 15
63 96 25 99 77 48 16 23 12 43 9 95 23 92 63 53 35 12 54 91
31 11 6 82 76 96 54 48 59 86 95 62 77 29 97 13 69 68 10 12
4 27 14 96 77 93 32 69 90 36 72 8 33 80 49 54 13 0 78 8
19 30 55 5 28 56 94 19 93 31 87 67 51 76 62 80 46 93 25 53
75 70 32 63 26 28 72 51 84 30 30 31 84 14 25 38 93 58 88 41
8 96 63 73 96 7 39 78 84 20 64 16 60 14 82 39 37 12 74 97
42 12 53 42 8 62 78 81 58 57 2 26 55 57 95 52 28 13 6 50
99 87 87 39 92 85 53 60 88 9 28 94 43 63 25 29 35 16 56 80
74 12 81 96 56 97 24 8 23 52 58 28 34 61 66 68 19 6 74 2
25 4 41 47 83 3 30 13 47 12 51 74 33 3 39 7 35 29 59 33
66 65 98 60 78 48 89 58 74 39 74 24 80 41 90 42 23 41 37 95
97 88 27 1 61 87 60 24 83 68 55 73 35 75 90 35 51 49 70 55
2 46 13 81 98 35 2 18 60 35 96 9 17 57 34 5 32 28 53 64
