Line 1 getShape : 37 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
4 65 26 21 61 83 15 85 29 90 70 64 47 65 11 0 48 14 9 66
42 98 90 84 83 34 55 74 49 37 45 42 57 5 15 16 69 50 65 96
42 24 51 69 68 14 13 27 55 60 12 30 22 47 1 83 72 67 57 82
1 96 18 6 69 31 5 96 23 25 65 39 50 82 55 26 2 28 21 70
90 19 15 23 43 82 50 80 53 20 89 12 68 10 86 12 25 82 59 71
24 94 1 18 35 31 47 48 52 85 38 62 70 57 43 46 54 78 11 27
51 18 93 73 95 15 37 17 97 41 2 93 29 95 47 70 21 54 38 30
30 40 47 48 94 83 88 38 4 52 36 19 66 20 6 42 65 43 9 46
9 34 69 67 64 32 3 3 3 67 87 19 59 30 63 50 37 9 76 56
72 48 27 40 67 44 15 93 96 87 49 91 90 78 97 89 56 5 18 30
89 57 50 94 80 13 90 8 0 20 53 70 12 46 97 61 53 51 97 81
17 86 90 72 66 19 5 23 34 55 91 10 63 13 72 88 17 99 78 93
22 56 99 36 16 22 54 39 42 50 73 87 7 94 18 69 20 13 37 10
91 83 13 11 35 34 24 95 4 15 19 10 58 74 87 63 47 70 73 15
36 72 29 75 18 59 70 69 45 60 40 0 88 11 15 55 48 34 74 88
74 38 65 71 29 75 24 91 16 24 71 92 68 55 96 80 84 15 95 9
50 89 49 73 99 97 80 3 3 34 52 10 62 26 28 11 19 11 38 4
31 4 51 48 41 22 46 6 30 3 87 9 80 33 11 30 3 27 2 72
45 59 41 33 51 48 41 99 53 89 19 84 73 62 36 86 34 81 9 20
13 43 75 8 60 44 90 94 58 62 34 12 32 96 61 23 19 70 4 43
82 1 25 15 40 40 17 13 10 57 87 28 97 49 11 2 39 68 51 89
84 31 22 35 20 56 72 42 65 87 11 50 40 80 95 28 26 2 36 59
91 51 97 85 14 21 53 67 66 3 39 44 69 28 28 27 97 40 12 21
23 87 92 8 68 39 23 23 63 89 49 27 63 69 46 73 46 21 17 22
77 18 48 39 33 3 25 52 30 10 30 88 59 13 79 14 39 10 19 96
92 80 72 20 68 91 38 98 62 10 59 45 49 10 67 73 39 69 64 60
28 66 6 83 74 49 74 36 0 0 87 45 69 15 59 46 73 72 88 35
47 13 10 87 72 40 61 73 97 7 87 22 56 50 55 37 84 68 83 79
70 7 43 67 98 90 98 25 37 21 73 59 73 92 54 18 8 8 65 61
69 97 31 5 66 57 71 31 63 85 6 17 62 58 46 98 68 97 64 56
